"ID","X","Y","STATEFP","COUNTYFP","BUILDYEAR","LIFESPAN","RISKCAT","METHOD","XD"
"01099",-87.383266,31.580332,"01","099",2040,180,3,"LEP",96
"01101",-86.204461,32.202881,"01","101",2040,180,3,"LEP",88
"01103",-86.846402,34.454484,"01","103",2040,180,3,"LEP",57
"01105",-87.293827,32.639005,"01","105",2040,180,3,"LEP",178
"01107",-88.096864,33.2968,"01","107",2040,180,3,"LEP",65
"01109",-85.941608,31.798653,"01","109",2040,180,3,"LEP",55
"01111",-85.464064,33.296461,"01","111",2040,180,3,"LEP",58
"01113",-85.18698,32.289811,"01","113",2040,180,3,"LEP",55
"01115",-86.311327,33.719491,"01","115",2040,180,3,"LEP",58
"01117",-86.678089,33.263043,"01","117",2040,180,3,"LEP",55
"01119",-88.200057,32.597481,"01","119",2040,180,3,"LEP",55
"01121",-86.17593,33.369314,"01","121",2040,180,3,"LEP",108
"01123",-85.799618,32.863308,"01","123",2040,180,3,"LEP",56
"01125",-87.522783,33.29022,"01","125",2040,180,3,"LEP",57
"01127",-87.301094,33.791558,"01","127",2040,180,3,"LEP",55
"01129",-88.212404,31.408503,"01","129",2040,180,3,"LEP",98
"01131",-87.304935,31.990082,"01","131",2040,180,3,"LEP",70
"01133",-87.365346,34.154566,"01","133",2040,180,3,"LEP",55
"05003",-91.772267,33.190835,"05","003",2040,180,3,"LEP",55
"05011",-92.169156,33.466549,"05","011",2040,180,3,"LEP",55
"05013",-92.513879,33.56046,"05","013",2040,180,3,"LEP",55
"05017",-91.297158,33.267139,"05","017",2040,180,3,"LEP",55
"05027",-93.232843,33.223038,"05","027",2040,180,3,"LEP",55
"05041",-91.244103,33.828752,"05","041",2040,180,3,"LEP",55
"05043",-91.722778,33.587242,"05","043",2040,180,3,"LEP",55
"05057",-93.664355,33.735953,"05","057",2040,180,3,"LEP",59
"05073",-93.611514,33.240629,"05","073",2040,180,3,"LEP",55
"05079",-91.742355,33.956385,"05","079",2040,180,3,"LEP",55
"05081",-94.236287,33.701941,"05","081",2040,180,3,"LEP",55
"05091",-93.901502,33.305505,"05","091",2040,180,3,"LEP",55
"05099",-93.305072,33.666699,"05","099",2040,180,3,"LEP",55
"05103",-92.878413,33.591168,"05","103",2040,180,3,"LEP",58
"05139",-92.598145,33.168219,"05","139",2040,180,3,"LEP",55
"09001",-73.367061,41.227413,"09","001",2040,180,3,"LEP",59
"09007",-72.52278,41.433003,"09","007",2040,180,3,"LEP",61
"09009",-72.900203,41.349718,"09","009",2040,180,3,"LEP",71
"09011",-72.108634,41.472652,"09","011",2040,180,3,"LEP",61
"09013",-72.340978,41.858081,"09","013",2040,180,3,"LEP",59
"09015",-71.990702,41.824999,"09","015",2040,180,3,"LEP",64
"10001",-75.502982,39.097088,"10","001",2040,180,3,"LEP",63
"10003",-75.644132,39.575915,"10","003",2040,180,3,"LEP",63
"10005",-75.337024,38.673227,"10","005",2040,180,3,"LEP",66
"11001",-77.016517,38.904247,"11","001",2040,180,3,"LEP",59
"12001",-82.357221,29.67574,"12","001",2040,180,3,"LEP",83
"12003",-82.302284,30.324442,"12","003",2040,180,3,"LEP",91
"12005",-85.534395,30.15914,"12","005",2040,180,3,"LEP",122
"12007",-82.166698,29.952386,"12","007",2040,180,3,"LEP",95
"12009",-80.700333,28.298311,"12","009",2040,180,3,"LEP",145
"12011",-80.476683,26.193535,"12","011",2040,180,3,"LEP",113
"12013",-85.197915,30.388801,"12","013",2040,180,3,"LEP",129
"12015",-82.003657,26.906396,"12","015",2040,180,3,"LEP",152
"12017",-82.595552,28.850292,"12","017",2040,180,3,"LEP",123
"12019",-81.865036,29.986584,"12","019",2040,180,3,"LEP",108
"12021",-81.400955,26.118786,"12","021",2040,180,3,"LEP",106
"12023",-82.623371,30.221651,"12","023",2040,180,3,"LEP",96
"12027",-81.806253,27.190581,"12","027",2040,180,3,"LEP",123
"12029",-83.236232,29.552675,"12","029",2040,180,3,"LEP",90
"12031",-81.648113,30.335245,"12","031",2040,180,3,"LEP",113
"12033",-87.320322,30.529998,"12","033",2040,180,3,"LEP",113
"12035",-81.286253,29.474891,"12","035",2040,180,3,"LEP",116
"12037",-84.815213,29.677794,"12","037",2040,180,3,"LEP",131
"12039",-84.612607,30.578687,"12","039",2040,180,3,"LEP",105
"12041",-82.795801,29.723456,"12","041",2040,180,3,"LEP",113
"12043",-81.19082,26.95481,"12","043",2040,180,3,"LEP",110
"12045",-85.272013,29.859238,"12","045",2040,180,3,"LEP",136
"12047",-82.951071,30.491187,"12","047",2040,180,3,"LEP",94
"12049",-81.82158,27.492846,"12","049",2040,180,3,"LEP",80
"12051",-81.152114,26.539967,"12","051",2040,180,3,"LEP",104
"12053",-82.525969,28.555995,"12","053",2040,180,3,"LEP",125
"12055",-81.342353,27.34108,"12","055",2040,180,3,"LEP",94
"12057",-82.379991,27.893154,"12","057",2040,180,3,"LEP",140
"12059",-85.815939,30.862007,"12","059",2040,180,3,"LEP",101
"12061",-80.574789,27.700528,"12","061",2040,180,3,"LEP",152
"12063",-85.208814,30.789249,"12","063",2040,180,3,"LEP",100
"12065",-83.921761,30.396898,"12","065",2040,180,3,"LEP",122
"12067",-83.17851,29.990066,"12","067",2040,180,3,"LEP",136
"12069",-81.712282,28.764113,"12","069",2040,180,3,"LEP",64
"12071",-81.984182,26.563273,"12","071",2040,180,3,"LEP",87
"12073",-84.2778,30.45931,"12","073",2040,180,3,"LEP",82
"12075",-82.831233,29.271854,"12","075",2040,180,3,"LEP",111
"12077",-84.86858,30.259849,"12","077",2040,180,3,"LEP",115
"12079",-83.470416,30.447233,"12","079",2040,180,3,"LEP",61
"12081",-82.393144,27.475556,"12","081",2040,180,3,"LEP",160
"12083",-82.0431,29.202805,"12","083",2040,180,3,"LEP",96
"12085",-80.398201,27.083604,"12","085",2040,180,3,"LEP",175
"12086",-80.50375,25.616009,"12","086",2040,180,3,"LEP",109
"12087",-81.022603,25.58612,"12","087",2040,180,3,"LEP",170
"12089",-81.765087,30.605963,"12","089",2040,180,3,"LEP",113
"12091",-86.59108,30.614325,"12","091",2040,180,3,"LEP",80
"12093",-80.887388,27.385592,"12","093",2040,180,3,"LEP",115
"12095",-81.323284,28.514391,"12","095",2040,180,3,"LEP",127
"12097",-81.139312,28.059027,"12","097",2040,180,3,"LEP",117
"12099",-80.448354,26.649126,"12","099",2040,180,3,"LEP",115
"12101",-82.511006,28.309823,"12","101",2040,180,3,"LEP",103
"12103",-82.798066,27.905342,"12","103",2040,180,3,"LEP",118
"12105",-81.693534,27.953649,"12","105",2040,180,3,"LEP",112
"12107",-81.732039,29.593896,"12","107",2040,180,3,"LEP",93
"12109",-81.40004,29.890487,"12","109",2040,180,3,"LEP",136
"12111",-80.443536,27.379814,"12","111",2040,180,3,"LEP",179
"12113",-87.018919,30.675348,"12","113",2040,180,3,"LEP",186
"12115",-82.423714,27.225327,"12","115",2040,180,3,"LEP",172
"12117",-81.131975,28.690065,"12","117",2040,180,3,"LEP",144
"12119",-82.069952,28.715444,"12","119",2040,180,3,"LEP",99
"12121",-82.992754,30.189244,"12","121",2040,180,3,"LEP",76
"12123",-83.639573,29.967146,"12","123",2040,180,3,"LEP",101
"12125",-82.366918,30.05428,"12","125",2040,180,3,"LEP",91
"12127",-81.161792,29.057769,"12","127",2040,180,3,"LEP",105
"12129",-84.359111,30.091335,"12","129",2040,180,3,"LEP",93
"12131",-86.162798,30.571247,"12","131",2040,180,3,"LEP",80
"12133",-85.655805,30.602102,"12","133",2040,180,3,"LEP",150
"13001",-82.290103,31.739712,"13","001",2040,180,3,"LEP",74
"13003",-82.878151,31.296806,"13","003",2040,180,3,"LEP",78
"13005",-82.451433,31.55021,"13","005",2040,180,3,"LEP",73
"13007",-84.454881,31.31958,"13","007",2040,180,3,"LEP",80
"13009",-83.255457,33.05949,"13","009",2040,180,3,"LEP",55
"13011",-83.498441,34.351922,"13","011",2040,180,3,"LEP",55
"13013",-83.712303,33.992009,"13","013",2040,180,3,"LEP",55
"13015",-84.838188,34.240917,"13","015",2040,180,3,"LEP",55
"13017",-83.147197,31.740772,"13","017",2040,180,3,"LEP",71
"13019",-83.22787,31.288652,"13","019",2040,180,3,"LEP",74
"13021",-83.694194,32.808845,"13","021",2040,180,3,"LEP",57
"13023",-83.331717,32.435403,"13","023",2040,180,3,"LEP",80
"13025",-81.982978,31.197334,"13","025",2040,180,3,"LEP",104
"13027",-83.581905,30.822934,"13","027",2040,180,3,"LEP",106
"13029",-81.438543,32.017969,"13","029",2040,180,3,"LEP",92
"13031",-81.741618,32.394481,"13","031",2040,180,3,"LEP",80
"13033",-82.000164,33.060181,"13","033",2040,180,3,"LEP",75
"13035",-83.958221,33.290355,"13","035",2040,180,3,"LEP",55
"13037",-84.62629,31.521279,"13","037",2040,180,3,"LEP",86
"13039",-81.642019,30.913358,"13","039",2040,180,3,"LEP",120
"13043",-82.071266,32.40395,"13","043",2040,180,3,"LEP",70
"13045",-85.080527,33.582237,"13","045",2040,180,3,"LEP",58
"13049",-82.139644,30.779904,"13","049",2040,180,3,"LEP",65
"13051",-81.085184,31.980404,"13","051",2040,180,3,"LEP",87
"13053",-84.788021,32.347445,"13","053",2040,180,3,"LEP",55
"13055",-85.345289,34.474178,"13","055",2040,180,3,"LEP",56
"13057",-84.475057,34.244317,"13","057",2040,180,3,"LEP",113
"13059",-83.367152,33.952185,"13","059",2040,180,3,"LEP",55
"13061",-84.992583,31.619831,"13","061",2040,180,3,"LEP",121
"13063",-84.355573,33.542686,"13","063",2040,180,3,"LEP",55
"13065",-82.702614,30.917653,"13","065",2040,180,3,"LEP",90
"13067",-84.574121,33.939929,"13","067",2040,180,3,"LEP",56
"13069",-82.84494,31.549245,"13","069",2040,180,3,"LEP",80
"13071",-83.769773,31.189707,"13","071",2040,180,3,"LEP",110
"13073",-82.249608,33.552075,"13","073",2040,180,3,"LEP",63
"13075",-83.429445,31.152516,"13","075",2040,180,3,"LEP",86
"13077",-84.762138,33.352897,"13","077",2040,180,3,"LEP",55
"13079",-83.979187,32.709428,"13","079",2040,180,3,"LEP",60
"13081",-83.75653,31.920268,"13","081",2040,180,3,"LEP",77
"13085",-84.173261,34.442608,"13","085",2040,180,3,"LEP",55
"13087",-84.58389,30.880643,"13","087",2040,180,3,"LEP",80
"13089",-84.226343,33.770661,"13","089",2040,180,3,"LEP",55
"13091",-83.167866,32.164369,"13","091",2040,180,3,"LEP",59
"13093",-83.807167,32.151995,"13","093",2040,180,3,"LEP",65
"13095",-84.20904,31.532588,"13","095",2040,180,3,"LEP",66
"13097",-84.767314,33.701242,"13","097",2040,180,3,"LEP",56
"13099",-84.906723,31.324191,"13","099",2040,180,3,"LEP",55
"13101",-82.897376,30.714008,"13","101",2040,180,3,"LEP",60
"13103",-81.343355,32.361688,"13","103",2040,180,3,"LEP",83
"13105",-82.841892,34.116415,"13","105",2040,180,3,"LEP",55
"13107",-82.299763,32.5911,"13","107",2040,180,3,"LEP",74
"13109",-81.890153,32.153083,"13","109",2040,180,3,"LEP",95
"13113",-84.493941,33.412717,"13","113",2040,180,3,"LEP",55
"13115",-85.213685,34.263692,"13","115",2040,180,3,"LEP",56
"13117",-84.127408,34.225143,"13","117",2040,180,3,"LEP",55
"13119",-83.227532,34.375266,"13","119",2040,180,3,"LEP",55
"13121",-84.468182,33.790034,"13","121",2040,180,3,"LEP",55
"13125",-82.606913,33.227491,"13","125",2040,180,3,"LEP",64
"13127",-81.49645,31.21271,"13","127",2040,180,3,"LEP",135
"13131",-84.24508,30.875908,"13","131",2040,180,3,"LEP",82
"13133",-83.166625,33.576704,"13","133",2040,180,3,"LEP",55
"13135",-84.025735,33.958756,"13","135",2040,180,3,"LEP",55
"13137",-83.525875,34.634392,"13","137",2040,180,3,"LEP",55
"13139",-83.8185,34.317569,"13","139",2040,180,3,"LEP",56
"13141",-83.000465,33.26922,"13","141",2040,180,3,"LEP",55
"13143",-85.220063,33.795165,"13","143",2040,180,3,"LEP",55
"13145",-84.912432,32.731549,"13","145",2040,180,3,"LEP",60
"13147",-82.96329,34.348733,"13","147",2040,180,3,"LEP",55
"13149",-85.137886,33.291347,"13","149",2040,180,3,"LEP",56
"13151",-84.154021,33.452947,"13","151",2040,180,3,"LEP",55
"13153",-83.662522,32.458287,"13","153",2040,180,3,"LEP",56
"13155",-83.277037,31.604306,"13","155",2040,180,3,"LEP",83
"13157",-83.562557,34.130905,"13","157",2040,180,3,"LEP",55
"13159",-83.689151,33.316981,"13","159",2040,180,3,"LEP",59
"13161",-82.636825,31.811615,"13","161",2040,180,3,"LEP",55
"13163",-82.420004,33.058176,"13","163",2040,180,3,"LEP",59
"13165",-81.971524,32.794563,"13","165",2040,180,3,"LEP",61
"13167",-82.66397,32.694584,"13","167",2040,180,3,"LEP",86
"13169",-83.562196,33.021664,"13","169",2040,180,3,"LEP",71
"13171",-84.146689,33.07444,"13","171",2040,180,3,"LEP",55
"13173",-83.063164,31.038197,"13","173",2040,180,3,"LEP",80
"13175",-82.926317,32.39322,"13","175",2040,180,3,"LEP",92
"13177",-84.146681,31.818419,"13","177",2040,180,3,"LEP",60
"13179",-81.457871,31.807458,"13","179",2040,180,3,"LEP",93
"13181",-82.448299,33.792151,"13","181",2040,180,3,"LEP",66
"13183",-81.74287,31.749563,"13","183",2040,180,3,"LEP",70
"13185",-83.268995,30.833145,"13","185",2040,180,3,"LEP",81
"13187",-83.998925,34.56814,"13","187",2040,180,3,"LEP",55
"13189",-82.479533,33.480613,"13","189",2040,180,3,"LEP",56
"13191",-81.372141,31.485629,"13","191",2040,180,3,"LEP",112
"13193",-84.051231,32.362686,"13","193",2040,180,3,"LEP",55
"13195",-83.203737,34.128526,"13","195",2040,180,3,"LEP",55
"13197",-84.528735,32.359312,"13","197",2040,180,3,"LEP",68
"13199",-84.667058,33.029267,"13","199",2040,180,3,"LEP",61
"13201",-84.730398,31.162931,"13","201",2040,180,3,"LEP",66
"13205",-84.192038,31.228997,"13","205",2040,180,3,"LEP",89
"13207",-83.922837,33.017404,"13","207",2040,180,3,"LEP",55
"13209",-82.533349,32.172108,"13","209",2040,180,3,"LEP",57
"13211",-83.499435,33.598696,"13","211",2040,180,3,"LEP",55
"13215",-84.874946,32.510197,"13","215",2040,180,3,"LEP",67
"13217",-83.85136,33.552751,"13","217",2040,180,3,"LEP",60
"13219",-83.437728,33.834125,"13","219",2040,180,3,"LEP",55
"13221",-83.074081,33.866806,"13","221",2040,180,3,"LEP",55
"13223",-84.867169,33.92103,"13","223",2040,180,3,"LEP",55
"13225",-83.831978,32.571324,"13","225",2040,180,3,"LEP",83
"13227",-84.490351,34.456746,"13","227",2040,180,3,"LEP",55
"13229",-82.21037,31.353998,"13","229",2040,180,3,"LEP",95
"13231",-84.389462,33.081149,"13","231",2040,180,3,"LEP",56
"13233",-85.188338,33.996015,"13","233",2040,180,3,"LEP",55
"13235",-83.481845,32.238803,"13","235",2040,180,3,"LEP",74
"13237",-83.37179,33.32106,"13","237",2040,180,3,"LEP",56
"13239",-85.004798,31.862938,"13","239",2040,180,3,"LEP",65
"13241",-83.40487,34.883934,"13","241",2040,180,3,"LEP",55
"13243",-84.752311,31.762651,"13","243",2040,180,3,"LEP",71
"13245",-82.074998,33.361486,"13","245",2040,180,3,"LEP",55
"13247",-84.02637,33.652081,"13","247",2040,180,3,"LEP",55
"13249",-84.322708,32.263444,"13","249",2040,180,3,"LEP",60
"13251",-81.617585,32.744751,"13","251",2040,180,3,"LEP",64
"13253",-84.867685,30.93396,"13","253",2040,180,3,"LEP",91
"13255",-84.284905,33.262348,"13","255",2040,180,3,"LEP",55
"13257",-83.290588,34.553582,"13","257",2040,180,3,"LEP",55
"13259",-84.834912,32.073225,"13","259",2040,180,3,"LEP",57
"13261",-84.204294,32.042266,"13","261",2040,180,3,"LEP",67
"13263",-84.530029,32.704603,"13","263",2040,180,3,"LEP",56
"13265",-82.875272,33.559319,"13","265",2040,180,3,"LEP",56
"13267",-82.059208,32.043768,"13","267",2040,180,3,"LEP",80
"13269",-84.251426,32.554667,"13","269",2040,180,3,"LEP",61
"13271",-82.931063,31.913641,"13","271",2040,180,3,"LEP",75
"13273",-84.439446,31.777191,"13","273",2040,180,3,"LEP",73
"13275",-83.919815,30.864619,"13","275",2040,180,3,"LEP",73
"13277",-83.525931,31.457003,"13","277",2040,180,3,"LEP",96
"13279",-82.330597,32.117753,"13","279",2040,180,3,"LEP",75
"13281",-83.732264,34.902529,"13","281",2040,180,3,"LEP",55
"13283",-82.570882,32.409586,"13","283",2040,180,3,"LEP",85
"13285",-85.02836,33.034482,"13","285",2040,180,3,"LEP",65
"13287",-83.620319,31.7248,"13","287",2040,180,3,"LEP",63
"13289",-83.425879,32.665847,"13","289",2040,180,3,"LEP",61
"13291",-83.989257,34.833333,"13","291",2040,180,3,"LEP",57
"13293",-84.292283,32.881837,"13","293",2040,180,3,"LEP",55
"13297",-83.731829,33.783887,"13","297",2040,180,3,"LEP",55
"13299",-82.421507,31.050881,"13","299",2040,180,3,"LEP",78
"13301",-82.688012,33.419169,"13","301",2040,180,3,"LEP",64
"13303",-82.798112,32.971843,"13","303",2040,180,3,"LEP",66
"13305",-81.912376,31.547845,"13","305",2040,180,3,"LEP",96
"13307",-84.553828,32.046691,"13","307",2040,180,3,"LEP",62
"13309",-82.733849,32.105258,"13","309",2040,180,3,"LEP",71
"13311",-83.743,34.644182,"13","311",2040,180,3,"LEP",58
"13315",-83.438259,31.96272,"13","315",2040,180,3,"LEP",68
"13317",-82.747921,33.779031,"13","317",2040,180,3,"LEP",58
"13319",-83.175512,32.804266,"13","319",2040,180,3,"LEP",55
"13321",-83.84996,31.551773,"13","321",2040,180,3,"LEP",76
"22001",-92.411037,30.291497,"22","001",2040,180,3,"LEP",106
"22003",-92.819605,30.652744,"22","003",2040,180,3,"LEP",83
"22005",-90.912502,30.206444,"22","005",2040,180,3,"LEP",93
"22007",-91.065219,29.9033,"22","007",2040,180,3,"LEP",122
"22009",-91.983275,31.088503,"22","009",2040,180,3,"LEP",93
"22011",-93.340253,30.645018,"22","011",2040,180,3,"LEP",114
"22013",-93.041151,32.340952,"22","013",2040,180,3,"LEP",60
"22015",-93.626561,32.698481,"22","015",2040,180,3,"LEP",54
"22017",-93.88497,32.580106,"22","017",2040,180,3,"LEP",55
"22019",-93.358015,30.229559,"22","019",2040,180,3,"LEP",200
"22021",-92.114231,32.101219,"22","021",2040,180,3,"LEP",64
"22023",-93.164948,29.871812,"22","023",2040,180,3,"LEP",77
"22025",-91.846703,31.666517,"22","025",2040,180,3,"LEP",82
"22027",-92.989728,32.82716,"22","027",2040,180,3,"LEP",55
"22029",-91.626315,31.469805,"22","029",2040,180,3,"LEP",82
"22031",-93.740797,32.059248,"22","031",2040,180,3,"LEP",71
"22033",-91.093131,30.54393,"22","033",2040,180,3,"LEP",93
"22035",-91.234141,32.73017,"22","035",2040,180,3,"LEP",55
"22037",-91.043434,30.839784,"22","037",2040,180,3,"LEP",103
"22039",-92.404086,30.720693,"22","039",2040,180,3,"LEP",125
"22041",-91.672371,32.139076,"22","041",2040,180,3,"LEP",67
"22043",-92.561716,31.597787,"22","043",2040,180,3,"LEP",74
"22045",-91.842706,29.606013,"22","045",2040,180,3,"LEP",92
"22047",-91.365872,30.270653,"22","047",2040,180,3,"LEP",100
"22049",-92.5617,32.30429,"22","049",2040,180,3,"LEP",56
"22051",-90.036231,29.5033,"22","051",2040,180,3,"LEP",152
"22053",-92.816221,30.269529,"22","053",2040,180,3,"LEP",136
"22055",-92.06417,30.206507,"22","055",2040,180,3,"LEP",117
"22057",-90.394849,29.491992,"22","057",2040,180,3,"LEP",226
"22059",-92.161596,31.680083,"22","059",2040,180,3,"LEP",73
"22061",-92.662303,32.601823,"22","061",2040,180,3,"LEP",56
"22063",-90.727474,30.440419,"22","063",2040,180,3,"LEP",139
"22065",-91.231932,32.346878,"22","065",2040,180,3,"LEP",65
"22067",-91.800399,32.820008,"22","067",2040,180,3,"LEP",54
"22069",-93.082546,31.732509,"22","069",2040,180,3,"LEP",70
"22071",-89.934502,30.05342,"22","071",2040,180,3,"LEP",166
"22073",-92.151581,32.480932,"22","073",2040,180,3,"LEP",59
"22075",-89.576068,29.282447,"22","075",2040,180,3,"LEP",153
"22077",-91.604621,30.708319,"22","077",2040,180,3,"LEP",103
"22079",-92.535953,31.193204,"22","079",2040,180,3,"LEP",83
"22081",-93.34905,32.101213,"22","081",2040,180,3,"LEP",55
"22083",-91.748353,32.413158,"22","083",2040,180,3,"LEP",62
"22085",-93.559579,31.560402,"22","085",2040,180,3,"LEP",72
"22087",-89.263494,29.91811,"22","087",2040,180,3,"LEP",115
"22089",-90.357855,29.905722,"22","089",2040,180,3,"LEP",157
"22091",-90.708307,30.822539,"22","091",2040,180,3,"LEP",108
"22093",-90.793956,30.024777,"22","093",2040,180,3,"LEP",145
"22095",-90.49096,30.144068,"22","095",2040,180,3,"LEP",150
"22097",-91.989274,30.583441,"22","097",2040,180,3,"LEP",83
"22099",-91.611481,30.121433,"22","099",2040,180,3,"LEP",100
"22101",-91.463804,29.629349,"22","101",2040,180,3,"LEP",121
"22103",-89.951962,30.410022,"22","103",2040,180,3,"LEP",94
"22105",-90.40649,30.621348,"22","105",2040,180,3,"LEP",117
"22107",-91.342576,32.001489,"22","107",2040,180,3,"LEP",66
"22109",-90.843674,29.33413,"22","109",2040,180,3,"LEP",183
"22111",-92.37565,32.829349,"22","111",2040,180,3,"LEP",54
"22113",-92.291568,29.789722,"22","113",2040,180,3,"LEP",125
"22115",-93.18833,31.102841,"22","115",2040,180,3,"LEP",78
"22117",-90.046253,30.852144,"22","117",2040,180,3,"LEP",115
"22119",-93.339825,32.732152,"22","119",2040,180,3,"LEP",54
"22121",-91.309808,30.464052,"22","121",2040,180,3,"LEP",90
"22123",-91.451998,32.79248,"22","123",2040,180,3,"LEP",55
"22125",-91.421776,30.873364,"22","125",2040,180,3,"LEP",81
"22127",-92.641269,31.941187,"22","127",2040,180,3,"LEP",59
"23013",-69.038514,44.042045,"23","013",2040,180,3,"LEP",57
"23015",-69.513624,43.994781,"23","015",2040,180,3,"LEP",57
"24003",-76.560894,38.991617,"24","003",2040,180,3,"LEP",70
"24005",-76.616569,39.443167,"24","005",2040,180,3,"LEP",59
"24009",-76.529762,38.522719,"24","009",2040,180,3,"LEP",60
"24011",-75.831662,38.871531,"24","011",2040,180,3,"LEP",71
"24015",-75.941585,39.562354,"24","015",2040,180,3,"LEP",66
"24017",-77.015427,38.472853,"24","017",2040,180,3,"LEP",59
"24019",-76.047433,38.429196,"24","019",2040,180,3,"LEP",66
"24025",-76.299789,39.537429,"24","025",2040,180,3,"LEP",64
"24027",-76.924406,39.252264,"24","027",2040,180,3,"LEP",60
"24029",-76.125987,39.241279,"24","029",2040,180,3,"LEP",91
"24031",-77.203063,39.137381,"24","031",2040,180,3,"LEP",59
"24033",-76.848188,38.829278,"24","033",2040,180,3,"LEP",76
"24035",-76.082405,39.040693,"24","035",2040,180,3,"LEP",99
"24037",-76.534487,38.223077,"24","037",2040,180,3,"LEP",91
"24039",-75.853323,38.07445,"24","039",2040,180,3,"LEP",85
"24041",-76.178476,38.748349,"24","041",2040,180,3,"LEP",75
"24045",-75.632083,38.36737,"24","045",2040,180,3,"LEP",72
"24047",-75.309931,38.222133,"24","047",2040,180,3,"LEP",73
"24510",-76.610476,39.300032,"24","510",2040,180,3,"LEP",59
"25001",-70.164823,41.706123,"25","001",2040,180,3,"LEP",63
"25005",-71.088894,41.748588,"25","005",2040,180,3,"LEP",62
"25007",-70.701499,41.38097,"25","007",2040,180,3,"LEP",85
"25019",-70.102164,41.293392,"25","019",2040,180,3,"LEP",61
"25021",-71.18111,42.171738,"25","021",2040,180,3,"LEP",59
"25023",-70.741942,41.987196,"25","023",2040,180,3,"LEP",59
"25025",-71.018253,42.338551,"25","025",2040,180,3,"LEP",65
"28001",-91.351797,31.486224,"28","001",2040,180,3,"LEP",77
"28005",-90.795542,31.203933,"28","005",2040,180,3,"LEP",98
"28007",-89.588622,33.090468,"28","007",2040,180,3,"LEP",55
"28013",-89.337114,33.936634,"28","013",2040,180,3,"LEP",55
"28015",-89.918887,33.440795,"28","015",2040,180,3,"LEP",55
"28017",-88.947558,33.933277,"28","017",2040,180,3,"LEP",55
"28019",-89.251332,33.345964,"28","019",2040,180,3,"LEP",55
"28021",-90.915424,31.97281,"28","021",2040,180,3,"LEP",55
"28023",-88.687976,32.045374,"28","023",2040,180,3,"LEP",78
"28025",-88.782468,33.65967,"28","025",2040,180,3,"LEP",55
